new label;species label;genus label;family label;species;genus;family
352;352;157;42;Strychnos cayennensis Krukoff & Barneby;Strychnos;Loganiaceae
353;353;157;42;Strychnos tomentosa Benth.;Strychnos;Loganiaceae
354;354;158;43;Cladocolea micrantha (Eichler) Kuijt;Cladocolea;Loranthaceae
355;355;159;44;Huperzia taxifolia (Sw.) Trevis.;Huperzia;Lycopodiaceae
356;356;160;45;Lygodium venustum Sw.;Lygodium;Lygodiaceae
357;357;160;45;Lygodium volubile Sw.;Lygodium;Lygodiaceae
358;358;161;46;Cuphea carthagenensis (Jacq.) J.F.Macbr.;Cuphea;Lythraceae
359;359;162;46;Lafoensia vandelliana Cham. & Schltdl.;Lafoensia;Lythraceae
360;360;163;46;Lagerstroemia speciosa (L.) Pers.;Lagerstroemia;Lythraceae
361;361;164;46;Punica granatum L.;Punica;Lythraceae
362;362;165;47;Bunchosia argentea (Jacq.) DC.;Bunchosia;Malpighiaceae
363;363;166;47;Byrsonima christianeae W.R.Anderson;Byrsonima;Malpighiaceae
364;364;167;48;Abelmoschus moschatus Medik.;Abelmoschus;Malvaceae
365;365;168;48;Adansonia digitata L.;Adansonia;Malvaceae
366;366;169;49;Allamanda cathartica L.;Allamanda;Apocynaceae
367;367;170;48;Apeiba tibourbou Aubl.;Apeiba;Malvaceae
368;368;171;48;Byttneria cordifolia Sagot;Byttneria;Malvaceae
369;369;172;48;Catostemma fragrans Benth.;Catostemma;Malvaceae
370;370;173;48;Ceiba pentandra (L.) Gaertn.;Ceiba;Malvaceae
371;371;174;48;Gossypium barbadense L.;Gossypium;Malvaceae
372;372;175;49;Ambelania acida Aubl.;Ambelania;Apocynaceae
373;373;176;48;Guazuma ulmifolia Lam.;Guazuma;Malvaceae
374;374;177;48;Helicteres pentandra L.;Helicteres;Malvaceae
375;375;178;48;Hibiscus furcellatus Desr.;Hibiscus;Malvaceae
376;376;178;48;Hibiscus rosa-sinensis L.;Hibiscus;Malvaceae
377;377;179;48;Huberodendron swietenioides (Gleason) Ducke;Huberodendron;Malvaceae
378;378;180;48;Lueheopsis rugosa (Pulle) Burret;Lueheopsis;Malvaceae
379;379;181;48;Ochroma pyramidale (Cav. ex Lam.) Urb.;Ochroma;Malvaceae
380;380;182;48;Pachira dolichocalyx A. Robyns;Pachira;Malvaceae
381;381;183;49;Asclepias curassavica L.;Asclepias;Apocynaceae
382;382;184;48;Quararibea duckei Huber;Quararibea;Malvaceae
383;383;184;48;Quararibea guianensis Aubl.;Quararibea;Malvaceae
384;384;184;48;Quararibea turbinata (Sw.) Poir.;Quararibea;Malvaceae
385;385;185;48;Sida rhombifolia L.;Sida;Malvaceae
386;386;186;48;Sterculia frondosa Rich.;Sterculia;Malvaceae
387;387;186;48;Sterculia pruriens (Aubl.) K.Schum.;Sterculia;Malvaceae
388;388;186;48;Sterculia villifera Steud.;Sterculia;Malvaceae
389;389;187;48;Theobroma cacao L.;Theobroma;Malvaceae
390;390;187;48;Theobroma subincanum Mart.;Theobroma;Malvaceae
391;391;187;48;Theobroma velutinum Benoist;Theobroma;Malvaceae
392;392;188;50;Maranta rupicola L.Andersson;Maranta;Marantaceae
393;393;189;51;Danaea nodosa (L.) Sm.;Danaea;Marattiaceae
394;394;189;51;Danaea simplicifolia Rudge;Danaea;Marattiaceae
395;395;190;52;Marcgravia pedunculosa Triana & Planch.;Marcgravia;Marcgraviaceae
396;396;191;52;Norantea guianensis Aubl.;Norantea;Marcgraviaceae
397;397;192;52;Souroubea guianensis Aubl.;Souroubea;Marcgraviaceae
398;398;193;49;Aspidosperma sandwithianum Markgr.;Aspidosperma;Apocynaceae
399;399;194;53;Aciotis indecora (Bonpl.) Triana;Aciotis;Melastomataceae
400;400;194;53;Aciotis purpurascens (Aubl.) Triana;Aciotis;Melastomataceae
401;401;195;53;Adelobotrys adscendens (Sw.) Triana;Adelobotrys;Melastomataceae
402;402;196;53;Appendicularia thymifolia (Bonpl.) DC.;Appendicularia;Melastomataceae
403;403;197;53;Bellucia grossularioides (L.) Triana;Bellucia;Melastomataceae
404;404;198;53;Clidemia conglomerata DC.;Clidemia;Melastomataceae
405;405;198;53;Clidemia hirta (L.) D. Don;Clidemia;Melastomataceae
406;406;198;53;Clidemia laevifolia Gleason;Clidemia;Melastomataceae
407;407;198;53;Clidemia petiolata DC.;Clidemia;Melastomataceae
408;408;198;53;Clidemia septuplinervia Cogn.;Clidemia;Melastomataceae
409;409;199;53;Comolia villosa (Aubl.) Triana;Comolia;Melastomataceae
410;410;200;53;Desmoscelis villosa (Aubl.) Naudin;Desmoscelis;Melastomataceae
411;411;201;53;Ernestia confertiflora Wurdack;Ernestia;Melastomataceae
412;412;201;53;Ernestia glandulosa Gleason;Ernestia;Melastomataceae
413;413;202;53;Henriettea succosa (Aubl.) DC.;Henriettea;Melastomataceae
414;414;203;53;Henriettella flavescens (Aubl.) Triana;Henriettella;Melastomataceae
415;415;204;49;Blepharodon pictum (Vahl) W.D.Stevens;Blepharodon;Apocynaceae
416;416;205;53;Leandra divaricata (Naudin) Cogn.;Leandra;Melastomataceae
417;417;205;53;Leandra rufescens (DC.) Cogn.;Leandra;Melastomataceae
418;418;205;53;Leandra solenifera Cogn.;Leandra;Melastomataceae
419;419;206;53;Loreya mespiloides Miq.;Loreya;Melastomataceae
420;420;207;53;Macrocentrum cristatum (DC.) Triana;Macrocentrum;Melastomataceae
421;421;208;53;Maieta guianensis Aubl.;Maieta;Melastomataceae
422;422;209;53;Miconia acuminata (Steud.) Naudin;Miconia;Melastomataceae
423;423;209;53;Miconia affinis DC.;Miconia;Melastomataceae
424;424;209;53;Miconia alata (Aubl.) DC.;Miconia;Melastomataceae
425;425;209;53;Miconia argyrophylla DC.;Miconia;Melastomataceae
426;426;209;53;Miconia bracteata (DC.) Triana;Miconia;Melastomataceae
427;427;209;53;Miconia ceramicarpa (DC.) Cogn.;Miconia;Melastomataceae
428;428;209;53;Miconia chrysophylla (Rich.) Urb.;Miconia;Melastomataceae
429;429;209;53;Miconia ciliata (Rich.) DC.;Miconia;Melastomataceae
430;430;209;53;Miconia diaphanea Gleason;Miconia;Melastomataceae
431;431;209;53;Miconia egensis Cogn.;Miconia;Melastomataceae
432;432;209;53;Miconia holosericea (L.) DC.;Miconia;Melastomataceae
433;433;209;53;Miconia lateriflora Cogn.;Miconia;Melastomataceae
434;434;209;53;Miconia longifolia (Aubl.) DC.;Miconia;Melastomataceae
435;435;209;53;Miconia melinonis Naudin;Miconia;Melastomataceae
436;436;209;53;Miconia minutiflora (Bonpl.) DC.;Miconia;Melastomataceae
437;437;209;53;Miconia nervosa (Sm.) Triana;Miconia;Melastomataceae
438;438;209;53;Miconia plukenetii Naudin;Miconia;Melastomataceae
439;439;209;53;Miconia poeppigii Triana;Miconia;Melastomataceae
440;440;209;53;Miconia prasina (Sw.) DC.;Miconia;Melastomataceae
441;441;209;53;Miconia pubipetala Miq.;Miconia;Melastomataceae
442;442;209;53;Miconia racemosa (Aubl.) DC.;Miconia;Melastomataceae
443;443;209;53;Miconia serialis DC.;Miconia;Melastomataceae
444;444;209;53;Miconia serrulata (DC.) Naudin;Miconia;Melastomataceae
445;445;209;53;Miconia splendens (Sw.) Griseb.;Miconia;Melastomataceae
446;446;209;53;Miconia tomentosa (Rich.) D. Don ex DC.;Miconia;Melastomataceae
447;447;210;53;Mouriri collocarpa Ducke;Mouriri;Melastomataceae
448;448;210;53;Mouriri crassifolia Sagot;Mouriri;Melastomataceae
449;449;210;53;Mouriri grandiflora DC.;Mouriri;Melastomataceae
450;450;210;53;Mouriri nervosa Pilg.;Mouriri;Melastomataceae
451;451;210;53;Mouriri oligantha Pilg.;Mouriri;Melastomataceae
452;452;210;53;Mouriri sagotiana Triana;Mouriri;Melastomataceae
453;453;210;53;Mouriri vernicosa Naudin;Mouriri;Melastomataceae
454;454;211;53;Nepsera aquatica (Aubl.) Naudin;Nepsera;Melastomataceae
455;455;212;53;Pterolepis glomerata (Rottb.) Miq.;Pterolepis;Melastomataceae
456;456;213;53;Rhynchanthera grandiflora (Aubl.) DC.;Rhynchanthera;Melastomataceae
457;457;214;53;Tibouchina aspera Aubl.;Tibouchina;Melastomataceae
458;458;215;53;Tococa guianensis Aubl.;Tococa;Melastomataceae
459;459;216;53;Topobea parasitica Aubl.;Topobea;Melastomataceae
460;460;217;53;Votomita guianensis Aubl.;Votomita;Melastomataceae
461;461;218;54;Carapa guianensis Aubl.;Carapa;Meliaceae
462;462;219;54;Cedrela odorata L.;Cedrela;Meliaceae
463;463;220;54;Guarea guidonia (L.) Sleumer;Guarea;Meliaceae
464;464;221;54;Swietenia mahagoni (L.) Jacq.;Swietenia;Meliaceae
465;465;222;54;Trichilia micrantha Benth.;Trichilia;Meliaceae
466;466;222;54;Trichilia pallida Sw.;Trichilia;Meliaceae
467;467;222;54;Trichilia schomburgkii C.DC.;Trichilia;Meliaceae
468;468;223;55;Abuta sandwithiana Krukoff & Barneby;Abuta;Menispermaceae
469;469;224;56;Metaxya rostrata (Kunth) C. Presl;Metaxya;Metaxyaceae
470;470;225;57;Brosimum rubescens Taub.;Brosimum;Moraceae
471;471;226;57;Ficus leiophylla C.C.Berg;Ficus;Moraceae
472;472;227;58;Justicia betonica L.;Justicia;Acanthaceae
473;473;226;57;Ficus schumacheri (Liebm.) Griseb.;Ficus;Moraceae
474;474;226;57;Ficus trigona L.f.;Ficus;Moraceae
475;475;228;57;Pseudolmedia laevis (Ruiz & Pav.) J.F.Macbr.;Pseudolmedia;Moraceae
476;476;229;57;Trymatococcus amazonicus Poepp. & Endl.;Trymatococcus;Moraceae
477;477;230;59;Iryanthera paraensis Huber;Iryanthera;Myristicaceae
478;478;230;59;Iryanthera sagotiana (Benth.) Warb.;Iryanthera;Myristicaceae
479;479;231;49;Couma guianensis Aubl.;Couma;Apocynaceae
480;480;232;60;Calycorectes bergii Sandwith;Calycorectes;Myrtaceae
481;481;232;60;Calycorectes grandifolius O.Berg;Calycorectes;Myrtaceae
482;482;233;60;Campomanesia grandiflora (Aubl.) Sagot;Campomanesia;Myrtaceae
483;483;234;60;Eugenia albicans (O.Berg) Urb.;Eugenia;Myrtaceae
484;484;234;60;Eugenia anastomosans DC.;Eugenia;Myrtaceae
485;485;234;60;Eugenia argyrophylla B.Holst & M.L.Kawas.;Eugenia;Myrtaceae
486;486;234;60;Eugenia armeniaca Sagot;Eugenia;Myrtaceae
487;487;234;60;Eugenia biflora (L.) DC.;Eugenia;Myrtaceae
488;488;234;60;Eugenia coffeifolia DC.;Eugenia;Myrtaceae
489;489;234;60;Eugenia cupulata Amshoff;Eugenia;Myrtaceae
490;490;234;60;Eugenia florida DC.;Eugenia;Myrtaceae
491;491;234;60;Eugenia gongylocarpa M.L.Kawas. & B.K.Holst;Eugenia;Myrtaceae
492;492;227;58;Justicia calycina (Nees) V.A.W.Graham;Justicia;Acanthaceae
493;493;234;60;Eugenia lambertiana DC.;Eugenia;Myrtaceae
494;494;234;60;Eugenia latifolia Aubl.;Eugenia;Myrtaceae
495;495;234;60;Eugenia patrisii Vahl;Eugenia;Myrtaceae
496;496;234;60;Eugenia pseudopsidium Jacq.;Eugenia;Myrtaceae
497;497;234;60;Eugenia punicifolia (Kunth) DC.;Eugenia;Myrtaceae
498;498;234;60;Eugenia ramiflora Desv. ex Ham.;Eugenia;Myrtaceae
499;499;234;60;Eugenia spruceana O.Berg;Eugenia;Myrtaceae
500;500;234;60;Eugenia stictopetala DC.;Eugenia;Myrtaceae
501;501;235;60;Myrcia amazonica DC.;Myrcia;Myrtaceae
502;502;235;60;Myrcia bracteata (Rich.) DC.;Myrcia;Myrtaceae
503;503;235;60;Myrcia decorticans DC.;Myrcia;Myrtaceae
504;504;235;60;Myrcia guianensis (Aubl.) DC.;Myrcia;Myrtaceae
505;505;235;60;Myrcia multiflora (Lam.) DC.;Myrcia;Myrtaceae
506;506;235;60;Myrcia rupta M.L.Kawas. & B.K.Holst;Myrcia;Myrtaceae
507;507;235;60;Myrcia saxatilis (Amshoff) McVaugh;Myrcia;Myrtaceae
508;508;235;60;Myrcia splendens (Sw.) DC.;Myrcia;Myrtaceae
509;509;235;60;Myrcia sylvatica (G.Mey.) DC.;Myrcia;Myrtaceae
510;510;235;60;Myrcia tomentosa (Aubl.) DC.;Myrcia;Myrtaceae
511;511;236;60;Myrciaria floribunda (H.West ex Willd.) O.Berg;Myrciaria;Myrtaceae
512;512;237;60;Psidium guajava L.;Psidium;Myrtaceae
513;513;237;60;Psidium guineense Sw.;Psidium;Myrtaceae
514;514;238;61;Nephrolepis biserrata (Sw.) Schott;Nephrolepis;Nephrolepidaceae
515;515;238;61;Nephrolepis rivularis (Vahl) Mett. ex Krug;Nephrolepis;Nephrolepidaceae
516;516;239;62;Neea floribunda Poepp. & Endl.;Neea;Nyctaginaceae
517;517;240;63;Elvasia elvasioides (Planch.) Gilg;Elvasia;Ochnaceae
518;518;240;63;Elvasia macrostipularis Sastre & Lescure;Elvasia;Ochnaceae
519;519;241;63;Ouratea cerebroidea Sastre;Ouratea;Ochnaceae
520;520;241;63;Ouratea guianensis Aubl.;Ouratea;Ochnaceae
521;521;241;63;Ouratea pendula Poepp. ex Engl.;Ouratea;Ochnaceae
522;522;241;63;Ouratea scottii Sastre;Ouratea;Ochnaceae
523;523;242;63;Quiina integrifolia Pulle;Quiina;Ochnaceae
524;524;242;63;Quiina obovata Tul.;Quiina;Ochnaceae
525;525;243;64;Chaunochiton kappleri (Sagot ex Engl.) Ducke;Chaunochiton;Olacaceae
526;526;244;64;Heisteria cauliflora Sm.;Heisteria;Olacaceae
527;527;244;64;Heisteria densifrons Engl.;Heisteria;Olacaceae
528;528;244;64;Heisteria ovata Benth.;Heisteria;Olacaceae
529;529;245;64;Minquartia guianensis Aubl.;Minquartia;Olacaceae
530;530;246;65;Jasminum sambac (L.) Aiton;Jasminum;Oleaceae
531;531;247;49;Forsteronia acouci (Aubl.) A.DC.;Forsteronia;Apocynaceae
532;532;248;66;Ludwigia affinis (DC.) H.Hara;Ludwigia;Onagraceae
533;533;248;66;Ludwigia erecta (L.) H.Hara;Ludwigia;Onagraceae
534;534;248;66;Ludwigia hyssopifolia (G.Don) Exell;Ludwigia;Onagraceae
535;535;248;66;Ludwigia leptocarpa (Nutt.) H.Hara;Ludwigia;Onagraceae
536;536;248;66;Ludwigia nervosa (Poir.) H.Hara;Ludwigia;Onagraceae
537;537;248;66;Ludwigia octovalvis (Jacq.) P.H.Raven;Ludwigia;Onagraceae
538;538;249;49;Geissospermum argenteum Woodson;Geissospermum;Apocynaceae
539;539;249;49;Geissospermum laeve (Vell.) Miers;Geissospermum;Apocynaceae
540;540;250;67;Agonandra silvatica Ducke;Agonandra;Opiliaceae
541;541;251;68;Brassia lanceana Lindl.;Brassia;Orchidaceae
542;542;252;49;Himatanthus articulatus (Vahl) Woodson;Himatanthus;Apocynaceae
543;543;253;49;Lacmellea aculeata (Ducke) Monach.;Lacmellea;Apocynaceae
544;544;254;68;Cleistes rosea Lindl.;Cleistes;Orchidaceae
545;545;255;49;Macoubea guianensis Aubl.;Macoubea;Apocynaceae
546;546;256;49;Malouetia tamaquarina (Aubl.) A.DC.;Malouetia;Apocynaceae
547;547;257;49;Mandevilla hirsuta (Rich.) K.Schum.;Mandevilla;Apocynaceae
548;548;257;49;Mandevilla rugellosa (Rich.) L.Allorge;Mandevilla;Apocynaceae
549;549;257;49;Mandevilla subspicata (Vahl) Markgr.;Mandevilla;Apocynaceae
550;550;258;68;Epidendrum nocturnum Jacq.;Epidendrum;Orchidaceae
551;551;259;68;Ionopsis utricularioides (Sw.) Lindl.;Ionopsis;Orchidaceae
552;552;260;68;Lepanthes cremersii Luer;Lepanthes;Orchidaceae
553;553;261;49;Odontadenia puncticulosa (Rich.) Pulle;Odontadenia;Apocynaceae
554;554;262;68;Masdevallia minuta Lindl.;Masdevallia;Orchidaceae
555;555;263;49;Parahancornia fasciculata (Poir.) Benoist;Parahancornia;Apocynaceae
556;556;264;68;Palmorchis prospectorum Veyret;Palmorchis;Orchidaceae
557;557;265;68;Pleurothallis lanceana Lodd.;Pleurothallis;Orchidaceae
558;558;265;68;Pleurothallis ruscifolia (Jacq.) R.Br.;Pleurothallis;Orchidaceae
559;559;266;68;Prescottia stachyodes (Sw.) Lindl.;Prescottia;Orchidaceae
560;560;227;58;Justicia pectoralis Jacq.;Justicia;Acanthaceae
561;561;267;68;Trigonidium acuminatum Bateman ex Lindl.;Trigonidium;Orchidaceae
562;562;268;69;Averrhoa carambola L.;Averrhoa;Oxalidaceae
563;563;269;49;Tabernaemontana undulata Vahl;Tabernaemontana;Apocynaceae
564;564;270;70;Piriqueta cistoides (L.) Griseb.;Piriqueta;Passifloraceae
565;565;271;70;Turnera aurantiaca Benth.;Turnera;Passifloraceae
566;566;271;70;Turnera guianensis Aubl.;Turnera;Passifloraceae
567;567;271;70;Turnera odorata Rich.;Turnera;Passifloraceae
568;568;271;70;Turnera rupestris Aubl.;Turnera;Passifloraceae
569;569;271;70;Turnera ulmifolia L.;Turnera;Passifloraceae
570;570;272;71;Sesamum indicum L.;Sesamum;Pedaliaceae
571;571;273;72;Ternstroemia dentata (Aubl.) Sw.;Ternstroemia;Pentaphylacaceae
572;572;274;73;Pogonophora schomburgkiana Miers ex Benth.;Pogonophora;Peraceae
573;573;275;74;Amanoa guianensis Aubl.;Amanoa;Phyllanthaceae
574;574;276;74;Phyllanthus brasiliensis (Aubl.) Poir.;Phyllanthus;Phyllanthaceae
575;575;276;74;Phyllanthus urinaria L.;Phyllanthus;Phyllanthaceae
576;576;277;75;Microtea debilis Sw.;Microtea;Phytolaccaceae
577;577;278;75;Rivina humilis L.;Rivina;Phytolaccaceae
578;578;279;76;Peperomia macrostachya (Vahl) A.Dietr.;Peperomia;Piperaceae
579;579;279;76;Peperomia ouabianae C.DC.;Peperomia;Piperaceae
580;580;279;76;Peperomia pellucida (L.) Kunth;Peperomia;Piperaceae
581;581;279;76;Peperomia serpens (Sw.) Loudon;Peperomia;Piperaceae
582;582;280;76;Piper eucalyptifolium Rudge;Piper;Piperaceae
583;583;280;76;Piper hostmannianum (Miq.) C.DC.;Piper;Piperaceae
584;584;280;76;Piper marginatum Jacq.;Piper;Piperaceae
585;585;280;76;Piper obliquum Ruiz & Pav.;Piper;Piperaceae
586;586;280;76;Piper peltatum L.;Piper;Piperaceae
587;587;281;77;Scoparia dulcis L.;Scoparia;Plantaginaceae
588;588;282;78;Plumbago auriculata Lam.;Plumbago;Plumbaginaceae
589;589;283;79;Anthurium gracile (Rudge) Lindl.;Anthurium;Araceae
590;590;283;79;Anthurium jenmanii Engl.;Anthurium;Araceae
591;591;283;79;Anthurium pentaphyllum (Aubl.) G.Don;Anthurium;Araceae
592;592;284;80;Mourera fluviatilis Aubl.;Mourera;Podostemaceae
593;593;285;81;Moutabea guianensis Aubl.;Moutabea;Polygalaceae
594;594;286;81;Securidaca diversifolia (L.) S.F.Blake;Securidaca;Polygalaceae
595;595;286;81;Securidaca paniculata Rich.;Securidaca;Polygalaceae
596;596;287;79;Caladium bicolor (Aiton) Vent.;Caladium;Araceae
597;597;288;82;Campyloneurum repens (Aubl.) C. Presl;Campyloneurum;Polypodiaceae
598;598;289;82;Microgramma fuscopunctata (Hook.) Vareschi;Microgramma;Polypodiaceae
599;599;289;82;Microgramma lycopodioides (L.) Copel.;Microgramma;Polypodiaceae
600;600;289;82;Microgramma percussa (Cav.) de la Sota;Microgramma;Polypodiaceae
601;601;289;82;Microgramma reptans (Cav.) A.R. Sm.;Microgramma;Polypodiaceae
602;602;290;82;Niphidium crassifolium (L.) Lellinger;Niphidium;Polypodiaceae
603;603;291;79;Dieffenbachia parvifolia Engl.;Dieffenbachia;Araceae
604;604;291;79;Dieffenbachia seguine (Jacq.) Schott;Dieffenbachia;Araceae
605;605;292;82;Polypodium triseriale Sw.;Polypodium;Polypodiaceae
606;606;293;79;Dracontium polyphyllum L.;Dracontium;Araceae
607;607;294;83;Eichhornia crassipes (Mart.) Solms;Eichhornia;Pontederiaceae
608;608;295;84;Portulaca grandiflora Hook.;Portulaca;Portulacaceae
609;609;296;79;Heteropsis flexuosa (Kunth) G.S.Bunting;Heteropsis;Araceae
610;610;296;79;Heteropsis tenuispadix G.S.Bunting;Heteropsis;Araceae
611;611;297;85;Clavija lancifolia Desf.;Clavija;Primulaceae
612;612;298;79;Monstera adansonii Schott;Monstera;Araceae
613;613;299;79;Montrichardia arborescens (L.) Schott;Montrichardia;Araceae
614;614;300;86;Panopsis sessilifolia (Rich.) Sandwith;Panopsis;Proteaceae
615;615;301;86;Roupala montana Aubl.;Roupala;Proteaceae
616;616;302;87;Acrostichum aureum L.;Acrostichum;Pteridaceae
617;617;302;87;Acrostichum danaeifolium Langsd. & Fisch.;Acrostichum;Pteridaceae
618;618;303;87;Adiantum argutum Splitg.;Adiantum;Pteridaceae
619;619;303;87;Adiantum cajennense Willd. ex Klotzsch;Adiantum;Pteridaceae
620;620;303;87;Adiantum glaucescens Klotzsch;Adiantum;Pteridaceae
621;621;303;87;Adiantum latifolium Lam.;Adiantum;Pteridaceae
622;622;303;87;Adiantum leprieurii Hook.;Adiantum;Pteridaceae
623;623;303;87;Adiantum lucidum (Cav.) Sw.;Adiantum;Pteridaceae
624;624;303;87;Adiantum obliquum Willd.;Adiantum;Pteridaceae
625;625;303;87;Adiantum paraense Hieron.;Adiantum;Pteridaceae
626;626;303;87;Adiantum petiolatum Desv.;Adiantum;Pteridaceae
627;627;304;79;Philodendron fragrantissimum (Hook.) G.Don;Philodendron;Araceae
628;628;303;87;Adiantum pulverulentum L.;Adiantum;Pteridaceae
629;629;303;87;Adiantum terminatum Kunze ex Miq.;Adiantum;Pteridaceae
630;630;303;87;Adiantum tetraphyllum Humb. & Bonpl. ex Willd.;Adiantum;Pteridaceae
631;631;305;87;Anetium citrifolium (L.) Splitg.;Anetium;Pteridaceae
632;632;306;87;Ceratopteris thalictroides (L.) Brongn.;Ceratopteris;Pteridaceae
633;633;304;79;Philodendron hederaceum (Jacq.) Schott;Philodendron;Araceae
634;634;304;79;Philodendron insigne Schott;Philodendron;Araceae
635;635;304;79;Philodendron linnaei Kunth;Philodendron;Araceae
636;636;307;87;Pityrogramma calomelanos (L.) Link;Pityrogramma;Pteridaceae
637;637;308;87;Pteris altissima Poir.;Pteris;Pteridaceae
638;638;308;87;Pteris pungens Willd.;Pteris;Pteridaceae
639;639;309;87;Vittaria costata Kunze;Vittaria;Pteridaceae
640;640;309;87;Vittaria lineata (L.) Sm.;Vittaria;Pteridaceae
641;641;304;79;Philodendron ornatum Schott;Philodendron;Araceae
642;642;304;79;Philodendron pedatum (Hook.) Kunth;Philodendron;Araceae
643;643;304;79;Philodendron placidum Schott;Philodendron;Araceae
644;644;304;79;Philodendron rudgeanum Schott;Philodendron;Araceae
645;645;304;79;Philodendron solimoesense A.C.Sm.;Philodendron;Araceae
646;646;304;79;Philodendron squamiferum Poepp.;Philodendron;Araceae
647;647;310;88;Rapatea paludosa Aubl.;Rapatea;Rapateaceae
648;648;311;89;Rhabdodendron amazonicum (Spruce ex Benth.) Huber;Rhabdodendron;Rhabdodendraceae
649;649;312;90;Ziziphus jujuba Mill.;Ziziphus;Rhamnaceae
650;650;313;91;Cassipourea guianensis Aubl.;Cassipourea;Rhizophoraceae
651;651;314;79;Syngonium podophyllum Schott;Syngonium;Araceae
652;652;315;79;Urospatha sagittifolia (Rudge) Schott;Urospatha;Araceae
653;653;316;92;Amaioua guianensis Aubl.;Amaioua;Rubiaceae
654;654;317;92;Capirona decorticans Spruce;Capirona;Rubiaceae
655;655;318;92;Carapichea ligularis (Rudge) Delprete;Carapichea;Rubiaceae
656;656;319;92;Chimarrhis microcarpa Standl.;Chimarrhis;Rubiaceae
657;657;319;92;Chimarrhis turbinata DC.;Chimarrhis;Rubiaceae
658;658;320;92;Chiococca nitida Benth.;Chiococca;Rubiaceae
659;659;321;92;Coussarea spicata Delprete;Coussarea;Rubiaceae
660;660;322;92;Duroia aquatica (Aubl.) Bremek.;Duroia;Rubiaceae
661;661;323;92;Faramea guianensis (Aubl.) Bremek.;Faramea;Rubiaceae
662;662;324;92;Geophila repens (L.) I.M.Johnst.;Geophila;Rubiaceae
663;663;325;92;Isertia spiciformis DC.;Isertia;Rubiaceae
664;664;326;93;Hydrocotyle umbellata L.;Hydrocotyle;Araliaceae
665;665;327;92;Kutchubaea insignis Fisch. ex DC.;Kutchubaea;Rubiaceae
666;666;328;93;Oreopanax capitatus (Jacq.) Decne. & Planch.;Oreopanax;Araliaceae
667;667;329;92;Mussaenda incana Wall.;Mussaenda;Rubiaceae
668;668;330;92;Palicourea amapaensis Steyerm.;Palicourea;Rubiaceae
669;669;330;92;Palicourea croceoides Ham.;Palicourea;Rubiaceae
670;670;331;92;Posoqueria longiflora Aubl.;Posoqueria;Rubiaceae
671;671;332;92;Psychotria ulviformis Steyerm.;Psychotria;Rubiaceae
672;672;333;92;Randia armata (Sw.) DC.;Randia;Rubiaceae
673;673;334;92;Rudgea bremekampiana Steyerm.;Rudgea;Rubiaceae
674;674;335;92;Sabicea glabrescens Benth.;Sabicea;Rubiaceae
675;675;335;92;Sabicea velutina Benth.;Sabicea;Rubiaceae
676;676;336;92;Sipanea pratensis Aubl.;Sipanea;Rubiaceae
677;677;337;93;Schefflera morototoni (Aubl.) Maguire, Steyerm. & Frodin;Schefflera;Araliaceae
678;678;338;94;Ertela trifolia (L.) Kuntze;Ertela;Rutaceae
679;679;339;94;Galipea trifoliata Aubl.;Galipea;Rutaceae
680;680;340;94;Hortia excelsa Ducke;Hortia;Rutaceae
681;681;341;94;Zanthoxylum amapaense (Albuq.) P.G.Waterman;Zanthoxylum;Rutaceae
682;682;341;94;Zanthoxylum paulae (Albuq.) P.G. Waterman;Zanthoxylum;Rutaceae
683;683;342;95;Saccoloma inaequale (Kunze) Mett.;Saccoloma;Saccolomataceae
684;684;343;96;Banara guianensis Aubl.;Banara;Salicaceae
685;685;344;96;Casearia acuminata DC.;Casearia;Salicaceae
686;686;344;96;Casearia arborea (Rich.) Urb.;Casearia;Salicaceae
687;687;344;96;Casearia combaymensis Tul.;Casearia;Salicaceae
688;688;344;96;Casearia grandiflora Cambess.;Casearia;Salicaceae
689;689;344;96;Casearia guianensis (Aubl.) Urb.;Casearia;Salicaceae
690;690;345;96;Laetia procera (Poepp.) Eichler;Laetia;Salicaceae
691;691;346;96;Ryania speciosa Vahl;Ryania;Salicaceae
692;692;347;97;Salvinia auriculata Aubl.;Salvinia;Salviniaceae
693;693;348;98;Phoradendron piperoides (Kunth) Trel.;Phoradendron;Santalaceae
694;694;349;99;Astrocaryum murumuru Mart.;Astrocaryum;Arecaceae
695;695;349;99;Astrocaryum paramaca Mart.;Astrocaryum;Arecaceae
696;696;349;99;Astrocaryum sciophilum (Miq.) Pulle;Astrocaryum;Arecaceae
697;697;349;99;Astrocaryum vulgare Mart.;Astrocaryum;Arecaceae
698;698;350;100;Allophylus leucoclados Radlk.;Allophylus;Sapindaceae
699;699;351;100;Cupania hirsuta Radlk.;Cupania;Sapindaceae
700;700;351;100;Cupania rubiginosa (Poir.) Radlk.;Cupania;Sapindaceae
701;701;351;100;Cupania scrobiculata Rich.;Cupania;Sapindaceae
702;702;352;99;Attalea maripa (Aubl.) Mart.;Attalea;Arecaceae
703;703;353;100;Dimocarpus longan Lour.;Dimocarpus;Sapindaceae
704;704;354;99;Bactris acanthocarpoides Barb.Rodr.;Bactris;Arecaceae
705;705;354;99;Bactris aubletiana Trail;Bactris;Arecaceae
706;706;354;99;Bactris brongniartii Mart.;Bactris;Arecaceae
707;707;354;99;Bactris constanciae Barb.Rodr.;Bactris;Arecaceae
